PROJNUM,Goal,OtherGoal,cfsSpecified
19990513,improve/increase stream spawning habitat,,
19990513,improve/increase stream rearing habitat,,
19990513,improve/increase stream pools,,
19990513,improve/increase stream over-winter habitat,,
19990513,improve/increase stream summer habitat,,
19990514,improve/increase fish passage,,
19990515,decrease erosion/stream sedimentation,,
19990515,decrease run-off contaminant input,,
19990515,decrease road access,,
19990515,decrease road density,,
19990515,decrease washout/diversion potential at stream crossings,,
19990516,improve/increase stream structure & complexity,,
19990516,improve/increase stream rearing habitat,,
19990516,improve/increase stream pools,,
19990517,improve/increase fish passage,,
19990517,increase future stream shading/increase vegetation to provide shade,,
19990517,increase streambank stabilization/protection,,
19990517,decrease erosion/stream sedimentation,,
19990518,increase future stream shading/increase vegetation to provide shade,,
19990518,increase streambank stabilization/protection,,
19990518,decrease erosion/stream sedimentation,,
19990519,improve/increase stream flow,,0.89
19990519,improve/increase fish passage,,
19990520,improve/increase stream structure & complexity,,
19990520,improve/increase stream interaction with floodplain,,
19990520,improve/increase stream flow,,
19990520,improve/increase stream gravel recruitment,,
19990520,improve/increase stream spawning habitat,,
19990520,improve/increase stream rearing habitat,,
19990520,improve/increase stream pools,,
19990520,improve/increase stream over-winter habitat,,
19990520,improve/increase stream summer habitat,,
19990520,increase future stream shading/increase vegetation to provide shade,,
19990520,decrease run-off contaminant input,,
19990520,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
19990520,increase storage capacity of wetland,,
19990520,increase wetland vegetation for flood control,,
19990520,increase net area of wetland,,
19990520,increase the number of wetland types at site,,
19990520,increase wetland connection to adjacent natural area,,
19990521,decrease run-off contaminant input,,
19990521,increase road/upslope drainage,,
19990522,decrease run-off contaminant input,,
19990522,increase road/upslope drainage,,
19990523,improve/increase fish passage,,
19990523,decrease run-off contaminant input,,
19990523,increase road/upslope drainage,,
19990524,decrease run-off contaminant input,,
19990524,increase road/upslope drainage,,
19990525,decrease run-off contaminant input,,
19990525,increase road/upslope drainage,,
19990526,decrease run-off contaminant input,,
19990526,increase road/upslope drainage,,
19990527,decrease run-off contaminant input,,
19990527,increase road/upslope drainage,,
19990528,decrease run-off contaminant input,,
19990528,increase road/upslope drainage,,
19990529,decrease run-off contaminant input,,
19990529,increase road/upslope drainage,,
19990530,decrease run-off contaminant input,,
19990530,increase road/upslope drainage,,
19990531,increase road/upslope drainage,,
19990531,decrease washout/diversion potential at stream crossings,,
19990532,decrease run-off contaminant input,,
19990532,increase road/upslope drainage,,
19990532,decrease washout/diversion potential at stream crossings,,
19990533,decrease erosion/stream sedimentation,,
19990533,increase road/upslope drainage,,
19990534,improve/increase fish passage,,
19990535,decrease erosion/stream sedimentation,,
19990535,decrease run-off contaminant input,,
19990536,decrease erosion/stream sedimentation,,
19990536,decrease run-off contaminant input,,
19990536,"increase upslope stability (soil, road)",,
19990536,increase road/upslope drainage,,
19990536,decrease washout/diversion potential at stream crossings,,
19990536,improve flood/slide repair,,
19990537,decrease erosion/stream sedimentation,,
19990537,decrease run-off contaminant input,,
19990537,"increase upslope stability (soil, road)",,
19990537,increase road/upslope drainage,,
19990537,decrease washout/diversion potential at stream crossings,,
19990537,improve flood/slide repair,,
19990538,decrease erosion/stream sedimentation,,
19990538,decrease run-off contaminant input,,
19990538,"increase upslope stability (soil, road)",,
19990538,increase road/upslope drainage,,
19990538,decrease washout/diversion potential at stream crossings,,
19990538,improve flood/slide repair,,
19990539,decrease erosion/stream sedimentation,,
19990539,decrease run-off contaminant input,,
19990539,"increase upslope stability (soil, road)",,
19990539,increase road/upslope drainage,,
19990539,decrease washout/diversion potential at stream crossings,,
19990539,improve flood/slide repair,,
19990540,decrease erosion/stream sedimentation,,
19990540,decrease run-off contaminant input,,
19990540,"increase upslope stability (soil, road)",,
19990540,increase road/upslope drainage,,
19990540,decrease washout/diversion potential at stream crossings,,
19990540,improve flood/slide repair,,
19990541,decrease erosion/stream sedimentation,,
19990541,decrease run-off contaminant input,,
19990541,"increase upslope stability (soil, road)",,
19990541,increase road/upslope drainage,,
19990541,decrease washout/diversion potential at stream crossings,,
19990541,improve flood/slide repair,,
19990542,decrease erosion/stream sedimentation,,
19990542,decrease run-off contaminant input,,
19990542,"increase upslope stability (soil, road)",,
19990542,increase road/upslope drainage,,
19990542,decrease washout/diversion potential at stream crossings,,
19990542,improve flood/slide repair,,
19990543,improve/increase fish passage,,
19990543,increase road/upslope drainage,,
19990544,improve/increase fish passage,,
19990544,decrease erosion/stream sedimentation,,
19990544,increase road/upslope drainage,,
19990545,decrease erosion/stream sedimentation,,
19990545,increase road/upslope drainage,,
19990546,improve/increase fish passage,,
19990547,improve/increase fish passage,,
19990547,decrease erosion/stream sedimentation,,
19990547,increase road/upslope drainage,,
19990548,improve/increase fish passage,,
19990548,decrease erosion/stream sedimentation,,
19990548,increase road/upslope drainage,,
19990549,improve/increase fish passage,,
19990549,decrease erosion/stream sedimentation,,
19990549,increase road/upslope drainage,,
19990550,improve/increase fish passage,,
19990550,decrease erosion/stream sedimentation,,
19990550,increase road/upslope drainage,,
19990551,decrease erosion/stream sedimentation,,
19990551,increase road/upslope drainage,,
19990552,decrease erosion/stream sedimentation,,
19990552,increase road/upslope drainage,,
19990553,decrease erosion/stream sedimentation,,
19990553,increase road/upslope drainage,,
19990554,decrease erosion/stream sedimentation,,
19990554,increase road/upslope drainage,,
19990555,decrease erosion/stream sedimentation,,
19990555,increase road/upslope drainage,,
19990556,decrease erosion/stream sedimentation,,
19990556,increase road/upslope drainage,,
19990557,decrease run-off contaminant input,,
19990557,increase road/upslope drainage,,
19990558,decrease run-off contaminant input,,
19990558,increase road/upslope drainage,,
19990559,decrease run-off contaminant input,,
19990559,increase road/upslope drainage,,
19990560,decrease run-off contaminant input,,
19990560,increase road/upslope drainage,,
19990561,decrease run-off contaminant input,,
19990561,increase road/upslope drainage,,
19990562,decrease run-off contaminant input,,
19990562,increase road/upslope drainage,,
19990563,decrease run-off contaminant input,,
19990563,increase road/upslope drainage,,
19990564,decrease run-off contaminant input,,
19990564,increase road/upslope drainage,,
19990565,decrease run-off contaminant input,,
19990565,increase road/upslope drainage,,
19990566,decrease run-off contaminant input,,
