PROJNUM,ProjName,BasinActual,SubbasinActual,County,StartYear,CompleteYear
19972047,Middle Sixes 13 Legacy Rd Reconstruction,Southern Oregon Coastal,Sixes,Curry,0,1997
19972048,Six Mile Thin Legacy Rd Reconstruction,Southern Oregon Coastal,South Umpqua,Douglas,0,1997
19972049,Legacy Road Repairs 1997,Northern Oregon Coastal,"^Alsea, Siletz-Yaquina",Lincoln,1997,1997
19972050,Lower Rock Creek 33 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972051,Laverne Park 31 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972052,Dead Horse Creek 4 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972053,Bone Mtn 22 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972054,Bone16/20/21 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972055,Bone 34/35 33 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972056,Brownstone 16  Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972057,Moon Creek 26 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972058,Coal Creek 43 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972059,2400  Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972060,Johns Creek Chip Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972061,McMullem Creek Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972062,Rock Creek 5 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972063,Sand Rock 11 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972064,Camas Creek 32 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972065,Camas Creek 26 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972066,Snow Creek 12 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972067,Lost Lake-West Slater Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972068,Lost Creel 36 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972069,Salmon Creek 32 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972070,Blair Creek Road Obliteration,Southern Oregon Coastal,Coquille,Coos,0,1996
19972071,Wooden Rock Legacy Road Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972072,1100 Line Legacy Road Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972073,5000 Line Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972074,Camas Creek 12  Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1996
19972075,7 Devils 21  Legacy Rd Reconstruction,Southern Oregon Coastal,Coos,Coos,0,1996
19972076,Sixes 12  Legacy Rd Reconstruction,Southern Oregon Coastal,Sixes,Curry,0,1996
19972077,North Sixes 13  Legacy Rd Reconstruction,Southern Oregon Coastal,Sixes,Curry,0,1996
19972078,1996 Legacy Road Repairs,Northern Oregon Coastal,"^Alsea, Siletz-Yaquina",Lincoln,0,1996
19972079,McMullen Creek Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1995
19972080,Camas Creek 24 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1995
19972081,Cole Creek 35 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1995
19972082,1130 Junction Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1995
19972083,Brownstone 16/18 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1995
19972084,Blair Creek Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1995
19972085,Pheasant Creek Fish Passage,Southern Oregon Coastal,Coquille,Coos,0,1995
19972086,Moon Creek 24 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1995
19972087,2200 Junction Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1995
19972088,2230 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1995
19972089,2005 Junction Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1995
19972090,Wooden Rock 32 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1995
19972091,2001 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1995
19972092,Camas Creek 13 Legacy Rd reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1995
19972093,Sandy 10 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1995
19972094,Beaver Dam  14 Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1995
19972095,Upper Elk Thinning  Legacy Rd Reconstruction,Southern Oregon Coastal,Coquille,Coos,0,1995
19972096,Whiskey Run Legacy Rd Reconstruction,Southern Oregon Coastal,Coos,Coos,0,1995
19972097,Seven Devils 28 Legacy Rd Reconstruction,Southern Oregon Coastal,Coos,Coos,0,1995
19972098,Seven Devils 20 Legacy Rd Reconstruction,Southern Oregon Coastal,Coos,Coos,0,1995
19972099,Floras Creek Chip Legacy Road Reconstruction,Southern Oregon Coastal,Sixes,Curry,0,1995
19972100,Middle Sixes 14 Legacy Road Reconstruction,Southern Oregon Coastal,Sixes,Curry,0,1995
19972101,Salt Lick 19 Legacy Road Reconstruction,Southern Oregon Coastal,Sixes,Curry,0,1995
19972103,1995 Legacy Road Repairs,Northern Oregon Coastal,"^Alsea, Siletz-Yaquina",Lincoln,1995,1995
19972104,2500 Road,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19972105,4060 Road,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1997
19972106,Cedar Creek Bridge,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1998,1998
19972107,400 Road,Northern Oregon Coastal,Siletz-Yaquina,Polk,1997,1997
19972108,South Fk Siletz,Northern Oregon Coastal,Siletz-Yaquina,Polk,1996,1997
19972109,S Fk Siletz Bridge,Northern Oregon Coastal,Siletz-Yaquina,Polk,1996,1997
19972110,Garibaldi Special,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1997,1997
19972111,,Willamette,Upper Willamette,Linn,1997,1997
19972112,,Willamette,McKenzie,Lane,1997,1997
19972113,,Willamette,McKenzie,Lane,1997,1997
19972114,,Willamette,Middle Fork Willamette,Lane,1997,1997
19972115,,Southern Oregon Coastal,Umpqua,Douglas,1997,1997
19972116,,Willamette,Coast Fork Willamette,Lane,1997,1997
19972117,,Northern Oregon Coastal,Siuslaw,Lane,1997,1997
19972118,,Southern Oregon Coastal,Umpqua,Douglas,1997,1997
19972119,,Willamette,Coast Fork Willamette,Lane,1997,1997
19972120,,Willamette,Coast Fork Willamette,Lane,1997,1997
19972122,,Willamette,Coast Fork Willamette,Lane,1996,1996
19972123,,Willamette,Coast Fork Willamette,Lane,1996,1996
19972124,,Willamette,Coast Fork Willamette,Lane,1996,1996
19972125,,Willamette,McKenzie,Lane,1996,1996
19972126,,Willamette,Middle Fork Willamette,Lane,1996,1996
19972128,,Willamette,McKenzie,Lane,1996,1996
19972129,,Willamette,Coast Fork Willamette,Lane,1996,1996
19972132,,Willamette,Coast Fork Willamette,Lane,1995,1995
19972134,,Willamette,Upper Willamette,Benton,1995,1995
19972135,,Willamette,Middle Fork Willamette,Lane,1995,1995
19972136,,Willamette,McKenzie,Lane,1995,1995
19972137,,Willamette,McKenzie,Lane,1995,1995
19972138,,Willamette,Upper Willamette,Lane,1995,1995
19972139,,Southern Oregon Coastal,Umpqua,Douglas,1995,1995
19972141,,Willamette,Coast Fork Willamette,Lane,1995,1995
19972143,Rickreall,Willamette,Middle Willamette,Polk,1997,1997
19972144,Skid Cr Culvert,Willamette,Middle Willamette,Polk,1997,1997
19972145,1440 R/R,Willamette,Upper Willamette,Polk,1996,1996
19972146,Latoutena Maty Cr Bridge,Willamette,Yamhill,Yamhill,1997,1997
19972147,1998 Road/Culvert Inventory & Improvement,multiple,"^Siletz-Yaquina, Wilson-Trask-Nestucca","^Lincoln, Polk, Tillamook, Yamhill",1997,0
19972148,Road Drainage Ditch Diversion 1998,Willamette,Tualatin,Washington,1997,1997
19972149,Culp Cr: Legacy Rd '96,Willamette,Coast Fork Willamette,Lane,1996,1996
19972150,Gate Cr: Legacy Rd '96,Willamette,McKenzie,Lane,1996,1996
19972151,Legacy Rd: Middle Santiam '96,Willamette,South Santiam,Linn,1996,1996
19972152,Legacy Rd: Gate Cr '97,Willamette,McKenzie,Lane,1997,1997
19972153,Legacy Rd: Culp Cr '97,Willamette,Coast Fork Willamette,Lane,1997,1997
19972154,Legacy Rd: Lost Cr '97,Willamette,Middle Fork Willamette,Lane,1997,1997
19972155,8-mile Fish Passage,Willamette,South Santiam,Linn,1997,1997
19972156,"Mt. Salem: Legacy Rd '97, Nelson Cr Fish Passage",Willamette,Middle Fork Willamette,Lane,1997,1997
19972157,Road Inventory & Road Maintenance,multiple,"^Siletz-Yaquina, Yamhill",^various,1995,1995
19972158,Road Inventory & Road Maintenance,multiple,"^Siletz-Yaquina, Yamhill",^various,1996,1996
19972159,Road Inventory & Road Maintenance,multiple,"^Siletz-Yaquina, Yamhill",^various,1997,1997
19972160,,multiple,"^Siletz-Yaquina, Upper Willamette","^Benton, Lincoln, Polk",1997,1997
19972161,,multiple,,^various,1996,1996
19972162,,Willamette,,^various,1997,1997
19972163,Road Risk Assessment Survey,Lower Columbia River,Lower Columbia,Clatsop,1997,1997
19972164,Road Risk Assessment Survey,Lower Columbia River,Lower Columbia,Clatsop,1997,1997
19972165,Road Risk Assessment Survey,Northern Oregon Coastal,Nehalem,Clatsop,1997,1997
19972166,Road Risk Assessment Survey,Northern Oregon Coastal,Nehalem,Clatsop,1997,1997
19972167,Road Risk Assessment Survey,Lower Columbia River,Lower Columbia,Clatsop,1997,1997
19972168,Road Risk Assessment Survey,Willamette,Yamhill,Yamhill,1997,1997
19972169,Road Risk Assessment Survey,Willamette,Yamhill,Yamhill,1997,1997
19972170,Road Risk Assessment Survey,Willamette,Yamhill,Yamhill,1997,1997
19972171,Road Risk Assessment Survey,Willamette,Yamhill,Yamhill,1997,1997
19972172,Road Inventory,multiple,"^McKenzie, Siuslaw, Umpqua, Upper Willamette",^various,1997,1997
19972173,Road Inventory,multiple,"^Alsea, Wilson-Trask-Nestucca, Yamhill","^Benton, Lincoln, Tillamook, Yamhill",1997,1997
19972174,Road Survey/W.I.I. Lands,Willamette,"^Molalla, South Santiam","^Clackamas, Linn",1997,0
19972175,Road Audit Work,multiple,"^Lower Columbia, Necanicum, Wilson-Trask-Nestucca","^Clatsop, Tillamook",1997,1997
19972176,CSRI Road Erosion & Risk Reduction,Lower Columbia River,Lower Columbia-Clatskanie,Columbia,1997,1997
19972177,Annual Road Maintenance,Willamette,South Santiam,Linn,1994,1997
19972178,Road Inventory,multiple,"^Alsea, Siletz-Yaquina, Upper Willamette","^Benton, Lincoln",1997,1997
19972179,Road Maintenance,multiple,"^Alsea, Siletz-Yaquina, Upper Willamette","^Benton, Lincoln",1997,1997
19972181,4070 Road,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1996,1997
19980001,18  Culvert Inventory,Southern Oregon Coastal,Umpqua,Douglas,0,1996
19980002,Little Deer Creek Culvert,Northern Oregon Coastal,Nehalem,Columbia,1998,1998
19980003,Willamette Basin Road Inventory and Improvements,Willamette,Upper Willamette,Benton,1998,1998
19980004,Sunshine Creek,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1998,1998
19980005,Davis Basin Road Inventory,Lower Columbia River,Lower Columbia,Clatsop,1992,1995
19980006,Wapiti Creek Culvert/N Fk Coquille R 4-98,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980007,Little Lobster Creek M 3010,Northern Oregon Coastal,Alsea,Benton,1998,1998
19980008,River Meadows Push-up Replacement,John Day,North Fork John Day,Grant,1998,1998
19980009,Culvert Assessment Project and Other Activities,Deschutes River Basin,Lower Crooked,Crook,1998,1998
19980010,Upper Rock Creek 12,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980011,S Fk Eagle Creek,Willamette,Clackamas,Clackamas,1998,1998
19980012,Streamside Tree Planting Project,Willamette,Middle Willamette,"^Marion, Polk",1998,1998
19980013,,Deschutes River Basin,Upper Crooked,Crook,1995,1998
19980014,Muesial Strom Damage Road Repair,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,1998,1998
19980015,Depoe Bay Habitat Project,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1995,1995
19980016,Bear Creek,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980017,Palmer Creek Stream Enhancement,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,1998,1998
19980018,N Fk Bottom Culverts/S. Coos 8-98,Southern Oregon Coastal,Coos,Douglas,1998,1998
19980019,Box O Ranch,Klamath,Upper Klamath,Jackson,1995,0
19980020,West Fork Evans Creek Project 1998,Southern Oregon Coastal,Middle Rogue,Jackson,1996,1999
19980021,Daniels Cr Ponds/S Coos 1 98,Southern Oregon Coastal,Coos,Coos,1998,1998
19980022,LWD/S Coos 6-98,Southern Oregon Coastal,Coos,Coos,1998,1998
19980023,Fall Cr Weirs/S Coos 5-98,Southern Oregon Coastal,Coos,Coos,1998,1998
19980024,McKnight Weirs/S Coos 4-98,Southern Oregon Coastal,Coos,Coos,1998,1998
19980025,N Fk Bottom Weirs/S Coos 2-98,Southern Oregon Coastal,Coos,Douglas,1998,1998
19980026,Deer Cr Road Decommission/W Fk Millicoma R 3-98,Southern Oregon Coastal,Coos,Coos,1998,1998
19980027,Knife Cr Road Decommission/W Fk Millicoma R 4-98,Southern Oregon Coastal,Coos,Coos,1998,1998
19980028,Fish Cr Trees/W Fk Millicoma R 5-98,Southern Oregon Coastal,Coos,Coos,1998,1998
19980029,Cougar Cr Culvert &Trees/W Fk Millicoma R 2-98,Southern Oregon Coastal,Coos,Coos,1998,1998
19980030,Elk Cr LWD/W Fk Millicoma R 7-98,Southern Oregon Coastal,Coos,Coos,1998,1998
19980031,Elk Cr Culvert Removals/W Fk Millicoma R 6-98,Southern Oregon Coastal,Coos,Coos,1998,1998
19980032,Kelly Cr Logs,Southern Oregon Coastal,Coos,Coos,1998,1998
19980033,Panther Cr Logs,Southern Oregon Coastal,Coos,Coos,1998,1998
19980034,W Fk Tree Lining,Southern Oregon Coastal,Coos,Coos,1998,1998
19980035,Marlow Oxbow Reconnect/E Fk Millicoma R 2-98,Southern Oregon Coastal,Coos,Coos,1998,1998
19980036,Kentuck Cr Logs/Coos M.S. 1-98,Southern Oregon Coastal,Coos,Coos,1998,1998
19980037,Bamboo Cr Rootwads/Coos M.S. 2-98,Southern Oregon Coastal,Coos,Coos,1998,1998
19980038,Gate Cr Culvert/Coos M.S. 3-98,Southern Oregon Coastal,Coos,Coos,1998,1998
19980039,Stock Sl Culvert Replacement/Coos M.S. 4-98,Southern Oregon Coastal,Coos,Coos,1998,1998
19980040,Larson Culvert Replacement/Coos M.S. 5-98,Southern Oregon Coastal,Coos,Coos,1998,1998
19980041,Moon Cr Weirs/N Fk Coq 1-98,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980042,N Fk Weirs/N Fk Coq R 2-98,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980043,Bill Cr LWD/Coquille M.S. 1-98,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980044,Hatchet Sl Trib A LWD/Coquille M.S. 2-98,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980045,Beaver Sl Wetland Enhancement/Coquille M.S. 3-98,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980046,Belieu Cr Boulders/ M Fk Coq 2-98,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980047,King Cr LWD,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980048,Fencing & Planting,Southern Oregon Coastal,Coquille,Coos,1997,1997
19980049,Fence & Plant,Southern Oregon Coastal,Coquille,Coos,1997,1997
19980050,Sun Lake Culverts Phase 1/ N Lake 2-98,Southern Oregon Coastal,Coos,Coos,1998,1998
19980051,Cedar Cr Weir Upgrades,Southern Oregon Coastal,Coos,Douglas,1997,1997
19980053,Middle Creek,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980054,N Fork,Southern Oregon Coastal,Coquille,Coos,1998,1999
19980055,N Fork,Southern Oregon Coastal,Coquille,Coos,1997,1998
19980056,N Fork,Southern Oregon Coastal,Coquille,Coos,1997,1998
19980057,N Fork,Southern Oregon Coastal,Coquille,Coos,1997,1998
19980059,N Fk Coq R,Southern Oregon Coastal,Coquille,Coos,1998,1999
19980060,N Fork,Southern Oregon Coastal,Coquille,Coos,1998,1999
19980061,Brummit Cr,Southern Oregon Coastal,Coquille,Coos,1998,1999
19980062,Brummit Cr,Southern Oregon Coastal,Coquille,Coos,1996,1998
19980063,,Southern Oregon Coastal,Coquille,Coos,1998,1999
19980067,,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980070,Garney Mainstem,Southern Oregon Coastal,Coquille,Coos,1994,1997
19980071,Seven Devils Alder,Southern Oregon Coastal,Coos,Coos,1998,0
19980072,Legacy Road Inventory,Southern Oregon Coastal,Coquille,"^Coos, Curry",1998,1998
19980073,Riverton 18,Southern Oregon Coastal,Coquille,Coos,0,1998
19980074,Slide Creek Fish Pipe,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980075,Riggs Creek Fish Pipe,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980076,Elk Cr 10 #2,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980077,East Squaw 21,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980078,Getty Cr Chip,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980079,Salt Lick 20,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980080,S Fork Piers,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980081,Saw Rock 6,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980082,South Fork 27,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980083,Rowland Cr Enhancement,Southern Oregon Coastal,Coquille,Coos,1998,0
19980084,Remote 32,Southern Oregon Coastal,Coquille,Coos,0,1998
19980085,Axe Creek 18,Southern Oregon Coastal,Coquille,Coos,0,1998
19980086,Sandy 6,Southern Oregon Coastal,Coquille,Coos,0,1998
19980087,Upper Rock 4,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980088,Sandy 34 Road Project,Southern Oregon Coastal,Coquille,Coos,1998,1999
19980089,Cole Creek,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980090,Gravelford Chip,Southern Oregon Coastal,Coquille,Coos,1995,0
19980091,Moon Creek 34,Southern Oregon Coastal,Coquille,Coos,0,1998
19980092,Cullen 23,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980093,Hudson Cr Log Placement,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980094,Moon Creek Plant,Southern Oregon Coastal,Coquille,Coos,1998,1999
19980095,Dora Ridge 10,Southern Oregon Coastal,Coquille,Coos,0,1998
19980096,Lausch Cr,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980097,Lost Cr 2,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980098,Brummitt Cr Thin,Southern Oregon Coastal,Coquille,Coos,1998,1998
19980099,North Sixes 15,Southern Oregon Coastal,Sixes,Curry,1998,1998
19980100,Carlton Creek,Southern Oregon Coastal,Sixes,Curry,1998,0
19980101,Carlton Cr,Southern Oregon Coastal,Sixes,Curry,1998,1998
19980102,N Sixes Clean Water,Southern Oregon Coastal,Sixes,Curry,1998,1998
19980103,Elephant Rock Thinning,Southern Oregon Coastal,Sixes,Curry,0,1998
19980104,Elephant Rock Maintenance,Southern Oregon Coastal,Sixes,Curry,1998,1998
19980105,Six Mile Ridge,Southern Oregon Coastal,South Umpqua,Douglas,1998,1998
19980106,Fish Creek No 3,Southern Oregon Coastal,Coos,Coos,0,1997
19980107,Old Mill Pond 341-95-25,Southern Oregon Coastal,Coos,Coos,1996,1997
19980108,Knife Ridge No. 2  341-95-28,Southern Oregon Coastal,Coos,Coos,1997,1997
19980109,Knife Ridge No. 3  341-96-49,Southern Oregon Coastal,Coos,Douglas,1997,1997
19980110,Upper Deer Creek  341-96-01,Southern Oregon Coastal,Coos,Coos,1996,1997
19980111,Deer Cr No. 5  341-95-30,Southern Oregon Coastal,Coos,Coos,1996,1997
19980112,East Panther No. 2  341-96-25,Southern Oregon Coastal,Coos,Coos,1997,1997
19980113,West Fork Headwaters No. 2  341-92-64,Southern Oregon Coastal,Coos,Coos,1996,1996
19980114,East Upper Elk Cr  341-94-53,Southern Oregon Coastal,Coos,Coos,1996,1996
19980115,Dry Ridge No. 5,Southern Oregon Coastal,Coos,Coos,1996,1996
19980116,Beaver Cr No.3,Southern Oregon Coastal,Coos,Coos,1995,1996
19980117,Cedar Creek No. 5 341-94-55,Southern Oregon Coastal,Coos,Douglas,1996,1996
19980118,Roberts Ridge No. 3,Southern Oregon Coastal,Coos,Coos,1995,1996
19980119,Roberts Ridge No. 4  341-94-52,Southern Oregon Coastal,Coos,Coos,1995,1996
19980120,Benson Ridge #4,Southern Oregon Coastal,Coos,Coos,1995,1996
19980121,New R Site A,Southern Oregon Coastal,Sixes,Coos,1998,1998
19980122,New R Site B,Southern Oregon Coastal,Sixes,Coos,1998,1998
19980123,New R Site C,Southern Oregon Coastal,Sixes,Coos,1998,1998
19980124,New R Site G,Southern Oregon Coastal,Sixes,Coos,1998,1998
19980125,Sixes R Site B,Southern Oregon Coastal,Sixes,Curry,1998,1998
19980126,Sixes R Site H,Southern Oregon Coastal,Sixes,Curry,1998,1998
19980127,Elk R Site A,Southern Oregon Coastal,Sixes,Curry,1998,1998
19980128,Elk R Site G,Southern Oregon Coastal,Sixes,Curry,1998,1998
19980129,Elk R Site I,Southern Oregon Coastal,Sixes,Curry,1998,1998
19980130,Euchre Cr Site C,Southern Oregon Coastal,Sixes,Curry,1998,1998
19980131,Lower Rogue R Site D,Southern Oregon Coastal,Lower Rogue,Curry,1998,1998
