,PROJNUM,Participants
5145,20010279,"Willamette Industries, Inc., Willamette Industries, Inc."
5146,20010280,"Willamette Industries, Inc., Willamette Industries, Inc."
5147,20010281,"Willamette Industries, Inc., Willamette Industries, Inc."
5148,20010282,"Willamette Industries, Inc., Willamette Industries, Inc."
5149,20010283,"Willamette Industries, Inc., Willamette Industries, Inc."
5150,20010284,"Willamette Industries, Inc., Willamette Industries, Inc."
5151,20010285,"Willamette Industries, Inc., Willamette Industries, Inc."
5152,20010286,"Willamette Industries, Inc., Willamette Industries, Inc."
5153,20010287,"Willamette Industries, Inc., Willamette Industries, Inc."
5154,20010288,"Willamette Industries, Inc., Willamette Industries, Inc."
5155,20010289,"Willamette Industries, Inc., Willamette Industries, Inc."
5156,20010290,"Willamette Industries, Inc., Willamette Industries, Inc."
5157,20010291,"Willamette Industries, Inc., Willamette Industries, Inc."
5158,20010292,"Willamette Industries, Inc., Willamette Industries, Inc."
5159,20010293,"Willamette Industries, Inc., Willamette Industries, Inc."
5160,20010294,"Willamette Industries, Inc., Willamette Industries, Inc."
5161,20010295,"Willamette Industries, Inc., Willamette Industries, Inc., BLM"
5162,20010296,"Willamette Industries, Inc., Willamette Industries, Inc."
5163,20010297,"Willamette Industries, Inc., Willamette Industries, Inc."
5164,20010298,"Willamette Industries, Inc., Willamette Industries, Inc."
5165,20010299,"Willamette Industries, Inc., Willamette Industries, Inc."
5166,20010300,"Willamette Industries, Inc., Starker Forests, Inc., Private Landowner"
5167,20010301,"Willamette Industries, Inc."
5168,20010302,"Willamette Industries, Inc."
5169,20010303,"Willamette Industries, Inc."
5170,20010304,"Willamette Industries, Inc."
5171,20010305,"Willamette Industries, Inc."
5172,20010306,"Boise Cascade, Willamette Industries, Inc."
5173,20010307,"Willamette Industries, Inc."
5174,20010308,"Willamette Industries, Inc."
5175,20010309,"Willamette Industries, Inc."
5176,20010310,"Willamette Industries, Inc."
5177,20010311,"Willamette Industries, Inc."
5178,20010312,"Willamette Industries, Inc."
5179,20010313,"Willamette Industries, Inc., BLM"
5180,20010314,"Willamette Industries, Inc."
5181,20010315,"Willamette Industries, Inc."
5182,20010316,"Willamette Industries, Inc."
5183,20010317,"Willamette Industries, Inc."
5184,20010318,"Willamette Industries, Inc."
5185,20010319,"Willamette Industries, Inc."
5186,20010320,"Willamette Industries, Inc."
5187,20010321,"Willamette Industries, Inc."
5188,20010322,"Willamette Industries, Inc."
5189,20010323,"Willamette Industries, Inc."
5190,20010324,"Willamette Industries, Inc."
5191,20010325,"Willamette Industries, Inc."
5192,20010326,"Willamette Industries, Inc."
5193,20010327,"Willamette Industries, Inc."
5194,20010328,"Willamette Industries, Inc."
5195,20010329,"Willamette Industries, Inc."
5196,20010330,"Willamette Industries, Inc."
5197,20010331,"Willamette Industries, Inc."
5198,20010332,"Willamette Industries, Inc."
5199,20010333,"Willamette Industries, Inc."
5200,20010334,"Willamette Industries, Inc."
5201,20010335,"Willamette Industries, Inc."
5202,20010336,"Willamette Industries, Inc."
5203,20010337,"Willamette Industries, Inc., Willamette Industries, Inc."
5204,20010338,"Willamette Industries, Inc."
5205,20010339,"Willamette Industries, Inc."
5206,20010340,"Willamette Industries, Inc."
5207,20010341,"Willamette Industries, Inc."
5208,20010342,"Willamette Industries, Inc."
5209,20010343,"Willamette Industries, Inc."
5210,20010344,"Willamette Industries, Inc."
5211,20010345,"Willamette Industries, Inc., BLM"
5212,20010346,"Willamette Industries, Inc."
5213,20010347,"Willamette Industries, Inc."
5214,20010348,"Willamette Industries, Inc."
5215,20010349,"Willamette Industries, Inc."
5216,20010350,"Willamette Industries, Inc."
5217,20010351,"Willamette Industries, Inc."
5218,20010352,"Willamette Industries, Inc."
5219,20010353,"Willamette Industries, Inc."
5220,20010354,"Willamette Industries, Inc."
5221,20010355,"Willamette Industries, Inc."
5222,20010356,"Willamette Industries, Inc."
5223,20010357,"Willamette Industries, Inc."
5224,20010358,"Willamette Industries, Inc."
5225,20010359,"Willamette Industries, Inc."
5226,20010360,"Willamette Industries, Inc., Willamette Industries, Inc."
5227,20010361,"Willamette Industries, Inc."
5228,20010362,"Willamette Industries, Inc., Willamette Industries, Inc."
5229,20010363,"Willamette Industries, Inc."
5230,20010364,"Willamette Industries, Inc."
5231,20010365,"Willamette Industries, Inc., Willamette Industries, Inc."
5232,20010366,"Willamette Industries, Inc."
5233,20010367,"Willamette Industries, Inc."
5234,20010368,"Willamette Industries, Inc."
5235,20010369,"Willamette Industries, Inc."
5236,20010370,"Willamette Industries, Inc."
5237,20010371,"Willamette Industries, Inc."
5238,20010372,"Willamette Industries, Inc."
5239,20010373,"Willamette Industries, Inc."
5240,20010374,"Willamette Industries, Inc."
5241,20010375,"Willamette Industries, Inc."
5242,20010376,"Willamette Industries, Inc."
5243,20010377,"Willamette Industries, Inc., Willamette Industries, Inc."
5244,20010378,"Willamette Industries, Inc."
5245,20010379,"Willamette Industries, Inc."
5246,20010380,"Willamette Industries, Inc."
5247,20010381,"Willamette Industries, Inc."
5248,20010382,"Willamette Industries, Inc."
5249,20010383,"Willamette Industries, Inc."
5250,20010384,"Willamette Industries, Inc."
5251,20010385,"Willamette Industries, Inc."
5252,20010386,"Willamette Industries, Inc."
5253,20010387,"Willamette Industries, Inc."
5254,20010388,"Willamette Industries, Inc."
5255,20010389,"Willamette Industries, Inc."
5256,20010390,"Willamette Industries, Inc."
5257,20010391,"Willamette Industries, Inc."
5258,20010392,"Willamette Industries, Inc."
5259,20010393,"Willamette Industries, Inc."
5260,20010394,"Willamette Industries, Inc."
5261,20010395,"Willamette Industries, Inc."
5262,20010396,"Willamette Industries, Inc."
5263,20010397,"Willamette Industries, Inc."
5264,20010398,"Willamette Industries, Inc."
5265,20010399,"Willamette Industries, Inc."
5266,20010400,"Willamette Industries, Inc."
5267,20010401,Longview Fibre Co.
5268,20010402,Longview Fibre Co.
5269,20010403,Longview Fibre Co.
5270,20010404,Longview Fibre Co.
5271,20010405,Longview Fibre Co.
5272,20010406,Longview Fibre Co.
5273,20010407,Longview Fibre Co.
5274,20010408,Longview Fibre Co.
5275,20010409,Longview Fibre Co.
5276,20010410,Longview Fibre Co.
5277,20010411,Longview Fibre Co.
5278,20010412,Longview Fibre Co.
5279,20010413,Longview Fibre Co.
5280,20010414,Longview Fibre Co.
5281,20010415,Longview Fibre Co.
5282,20010416,Longview Fibre Co.
5283,20010417,Longview Fibre Co.
5284,20010418,Longview Fibre Co.
5285,20010419,Longview Fibre Co.
5286,20010420,Longview Fibre Co.
5287,20010421,Longview Fibre Co.
5288,20010422,Longview Fibre Co.
5289,20010423,Longview Fibre Co.
5290,20010424,Longview Fibre Co.
5291,20010425,Longview Fibre Co.
5292,20010426,Longview Fibre Co.
5293,20010427,Longview Fibre Co.
5294,20010428,Longview Fibre Co.
5295,20010429,Longview Fibre Co.
5296,20010430,Longview Fibre Co.
5297,20010431,Longview Fibre Co.
5298,20010432,Longview Fibre Co.
5299,20010433,Longview Fibre Co.
5300,20010434,Longview Fibre Co.
5301,20010435,Longview Fibre Co.
5302,20010436,Longview Fibre Co.
5303,20010437,Longview Fibre Co.
5304,20010438,Longview Fibre Co.
5305,20010439,Longview Fibre Co.
5306,20010440,Longview Fibre Co.
5307,20010441,Longview Fibre Co.
5308,20010442,Weyerhaeuser Company
5309,20010443,Weyerhaeuser Company
5310,20010444,Weyerhaeuser Company
5311,20010445,Weyerhaeuser Company
5312,20010446,Weyerhaeuser Company
5313,20010447,Weyerhaeuser Company
5314,20010448,Weyerhaeuser Company
5315,20010449,Weyerhaeuser Company
5316,20010450,Weyerhaeuser Company
5317,20010451,Weyerhaeuser Company
5318,20010452,Weyerhaeuser Company
5319,20010453,Weyerhaeuser Company
5320,20010454,Weyerhaeuser Company
5321,20010455,Weyerhaeuser Company
5322,20010456,Weyerhaeuser Company
5323,20010457,Weyerhaeuser Company
5324,20010458,Weyerhaeuser Company
5325,20010459,Weyerhaeuser Company
5326,20010460,Weyerhaeuser Company
5327,20010461,Weyerhaeuser Company
5328,20010462,Weyerhaeuser Company
5329,20010463,Weyerhaeuser Company
5330,20010464,Weyerhaeuser Company
5331,20010465,Weyerhaeuser Company
5332,20010466,Weyerhaeuser Company
5333,20010467,Weyerhaeuser Company
5334,20010468,Weyerhaeuser Company
5335,20010469,Weyerhaeuser Company
5336,20010470,Weyerhaeuser Company
5337,20010471,Weyerhaeuser Company
5338,20010472,Weyerhaeuser Company
5339,20010473,Weyerhaeuser Company
5340,20010474,Weyerhaeuser Company
5341,20010475,Weyerhaeuser Company
5342,20010476,Weyerhaeuser Company
5343,20010477,Weyerhaeuser Company
5344,20010478,Weyerhaeuser Company
5345,20010479,Weyerhaeuser Company
5346,20010480,Weyerhaeuser Company
5347,20010481,Weyerhaeuser Company
5348,20010482,Weyerhaeuser Company
5349,20010483,Weyerhaeuser Company
5350,20010484,Weyerhaeuser Company
5351,20010485,Weyerhaeuser Company
5352,20010486,Weyerhaeuser Company
5353,20010487,Weyerhaeuser Company
5354,20010488,Weyerhaeuser Company
5355,20010489,Weyerhaeuser Company
5356,20010490,Weyerhaeuser Company
5357,20010491,Weyerhaeuser Company
5358,20010492,Weyerhaeuser Company
5359,20010493,Weyerhaeuser Company
5360,20010494,Weyerhaeuser Company
5361,20010495,Weyerhaeuser Company
5362,20010496,Weyerhaeuser Company
5363,20010497,Weyerhaeuser Company
5364,20010498,Weyerhaeuser Company
5365,20010499,Weyerhaeuser Company
5366,20010500,Weyerhaeuser Company
5367,20010501,Weyerhaeuser Company
5368,20010502,Weyerhaeuser Company
5369,20010503,Weyerhaeuser Company
5370,20010504,Weyerhaeuser Company
5371,20010505,Weyerhaeuser Company
5372,20010506,Weyerhaeuser Company
5373,20010507,Weyerhaeuser Company
5374,20010508,Weyerhaeuser Company
5375,20010509,Weyerhaeuser Company
5376,20010510,Weyerhaeuser Company
5377,20010511,Weyerhaeuser Company
5378,20010512,Weyerhaeuser Company
5379,20010513,Weyerhaeuser Company
5380,20010514,Weyerhaeuser Company
5381,20010515,Weyerhaeuser Company
5382,20010516,Weyerhaeuser Company
5383,20010517,Weyerhaeuser Company
5384,20010518,Weyerhaeuser Company
5385,20010519,Weyerhaeuser Company
5386,20010520,Weyerhaeuser Company
5387,20010521,Weyerhaeuser Company
5388,20010522,Weyerhaeuser Company
5389,20010523,Weyerhaeuser Company
5390,20010524,"Benton County Public Works, Benton County, OWEB"
5391,20010525,"ODFW, Country Estates Road District, OWEB"
5392,20010526,Port Blakely Tree Farms
5393,20010527,Port Blakely Tree Farms
5394,20010528,Port Blakely Tree Farms
5395,20010529,Port Blakely Tree Farms
5396,20010530,Port Blakely Tree Farms
5397,20010531,Port Blakely Tree Farms
5398,20010532,Port Blakely Tree Farms
5399,20010533,Port Blakely Tree Farms
5400,20010534,Port Blakely Tree Farms
5401,20010535,Port Blakely Tree Farms
5402,20010536,Port Blakely Tree Farms
5403,20010537,Port Blakely Tree Farms
5404,20010538,Port Blakely Tree Farms
5405,20010539,Port Blakely Tree Farms
5406,20010540,Port Blakely Tree Farms
5407,20010541,Port Blakely Tree Farms
5408,20010542,"Lincoln County Public Works, Lincoln County Public Works, ODFW, Audubon Society, Lincoln SWCD, OWEB"
5409,20010543,"USFS, OWEB, BLM, Siuslaw Watershed Council"
5410,20010544,"NRCS, Siuslaw SWCD, Private Landowner, USFS"
5411,20010545,"Blachly-Lane Electric Cooperative, USFS, Siuslaw SWCD, Private Landowner"
5412,20010546,"Siuslaw Watershed Council, Private Landowners (multiple), Siuslaw SWCD, BLM, Siuslaw Watershed Council, OWEB"
5413,20010547,"Giustina Resources, Giustina Resources"
5414,20010548,"Giustina Resources, Giustina Resources"
5415,20010549,"Giustina Resources, Giustina Resources"
5416,20010550,"Giustina Resources, Giustina Resources"
5417,20010551,"Giustina Resources, Giustina Resources"
5418,20010552,"Giustina Resources, Giustina Resources"
5419,20010553,"Giustina Resources, Giustina Resources"
5420,20010554,"Giustina Resources, Giustina Resources"
5421,20010555,"Giustina Resources, Giustina Resources"
5422,20010556,"Giustina Resources, Giustina Resources"
5423,20010557,"ODF, ODF"
5424,20010558,"ODF, ODF"
5425,20010559,"ODF, ODF"
5426,20010560,"ODF, ODF"
5427,20010561,"Coquille Watershed Association, OWEB, Private Landowner, ODFW"
5428,20010562,"OWEB, Coquille Watershed Association, Private Landowner, ODFW"
5429,20010563,"Private Landowner, ODFW, Coquille Watershed Association, OWEB"
5430,20010564,"Private Landowner, USFWS, Coquille Watershed Association"
5431,20010565,"Coquille Watershed Association, USFWS, OWEB, Private Landowner"
5432,20010566,"USFWS, OWEB, Private Landowner, Coquille Watershed Association"
5433,20010567,"Coquille Watershed Association, Private Landowner, OWEB"
5434,20010568,"OWEB, USFWS, Coquille Watershed Association, Private Landowner"
5435,20010569,"USFWS, Private Landowner, Coquille Watershed Association, OWEB, Coquille Watershed Association"
5436,20010570,"Coquille Watershed Association, Private Landowner, OWEB, Coquille Watershed Association, USFWS"
5437,20010571,"Coquille Watershed Association, Private Landowner, OWEB"
5438,20010572,"OWEB, Coquille Watershed Association, Private Landowner, USFWS"
5439,20010573,"Private Landowner, Coos SWCD, Coos SWCD, Coquille Watershed Association, OWEB, Coos SWCD"
5440,20010574,"Curry County Road Department, Curry County"
5441,20010575,"Curry County Road Department, Curry County"
5442,20010576,"Crook Estate, OWEB, South Coast Watershed Council"
5443,20010577,"South Coast Watershed Council, OWEB, South Coast Timber"
5444,20010578,"DEQ, Roseburg Resources Co., South Coast Watershed Council"
5445,20010579,"DEQ, BPA, Brown Livestock, LLC, South Coast Watershed Council"
5446,20010580,"Private Landowner, OWEB, South Coast Watershed Council"
5447,20010581,"OWEB, Private Landowner, South Coast Watershed Council"
5448,20010582,"Roseburg Resources Co., South Coast Watershed Council, OWEB"
5449,20010583,"Sea Wind Farms, South Coast Watershed Council, OWEB"
5450,20010584,"South Coast Watershed Council, DEQ, Westbrook Land & Timber"
5451,20010585,"DEQ, Rural Sustainability, Sixes Tree Farm, South Coast Watershed Council"
5452,20010586,"South Coast Watershed Council, OWEB, Roseburg Resources Co."
5453,20010587,"Lower Rogue Watershed Council, Lincoln Timber LLC, DEQ, OWEB"
5454,20010588,"Lower Rogue Watershed Council, National Fish and Wildlife Foundation, EPA, Lincoln Timber LLC, DEQ"
5455,20010589,"OWEB, Lower Rogue Watershed Council, Lincoln Timber LLC, South Coast Watershed Council"
5456,20010590,"Port Blakely Tree Farms, Coquille Watershed Association, OWEB, National Fish and Wildlife Foundation"
5457,20010591,Port Blakely Tree Farms
5458,20010592,Port Blakely Tree Farms
5459,20010593,Port Blakely Tree Farms
5460,20010594,Port Blakely Tree Farms
5461,20010595,"Starker Forests, Inc."
5462,20010596,"Starker Forests, Inc."
5463,20010597,"Starker Forests, Inc."
5464,20010598,"Starker Forests, Inc."
5465,20010599,"Starker Forests, Inc."
5466,20010600,"Starker Forests, Inc."
5467,20010601,"Starker Forests, Inc."
5468,20010602,"Starker Forests, Inc."
5469,20010603,"Starker Forests, Inc."
5470,20010604,"Starker Forests, Inc."
5471,20010605,"Starker Forests, Inc."
5472,20010606,"Starker Forests, Inc."
5473,20010607,"Starker Forests, Inc."
5474,20010608,"Starker Forests, Inc."
5475,20010609,"Starker Forests, Inc."
5476,20010610,"Starker Forests, Inc."
5477,20010611,"Starker Forests, Inc."
5478,20010612,"Starker Forests, Inc."
5479,20010613,"Starker Forests, Inc."
5480,20010614,"Starker Forests, Inc."
5481,20010615,"Starker Forests, Inc."
5482,20010616,"Starker Forests, Inc."
5483,20010617,"Starker Forests, Inc."
5484,20010618,"Starker Forests, Inc."
5485,20010619,"Starker Forests, Inc."
5486,20010620,"Starker Forests, Inc."
5487,20010621,"Starker Forests, Inc."
5488,20010622,"Starker Forests, Inc."
5489,20010623,"Starker Forests, Inc."
5490,20010624,Yamhill County
5491,20010625,Yamhill County
5492,20010626,ODF
5493,20010627,ODF
5494,20010628,ODF
5495,20010629,ODF
5496,20010630,ODF
5497,20010631,ODF
5498,20010632,ODF
5499,20010633,ODF
5500,20010634,ODF
5501,20010635,ODF
5502,20010636,ODF
5503,20010637,ODF
5504,20010638,"Roseburg Resources Co., Roseburg Resources Co."
5505,20010639,"Roseburg Resources Co., Roseburg Resources Co."
5506,20010640,"Roseburg Resources Co., Roseburg Resources Co."
5507,20010641,"Roseburg Resources Co., Roseburg Resources Co."
5508,20010642,"OWEB, BLM, Partnership for the Umpqua Rivers, Umpqua Watersheds, Inc., The Steamboaters, North Umpqua Foundation, USFS, USFS"
5509,20010643,"USFWS, Partnership for the Umpqua Rivers, DEQ, OWEB, Private Landowner, Partnership for the Umpqua Rivers, Joe Merchep Umpqua River Foundation"
5510,20010644,"Umpqua Fishery Enhancement Derby, OWEB, Private Landowners (multiple), USFWS, BLM, DEQ, ODFW, Joe Merchep Umpqua River Foundation, Partnership for the Umpqua Rivers, NRCS, Joe Merchep Umpqua River Foundation"
5511,20010645,"Joe Merchep Umpqua River Foundation, Partnership for the Umpqua Rivers, Private Landowners (multiple), ODFW, DEQ, DEQ, USFWS, OWEB, OWEB"
5512,20010646,"OWEB, Partnership for the Umpqua Rivers, USFWS, BLM, Joe Merchep Umpqua River Foundation, Umpqua Fishery Enhancement Derby, Partnership for the Umpqua Rivers, Private Landowner"
5513,20010647,"Roseburg Resources Co., Roseburg Resources Co."
5514,20010648,"Roseburg Resources Co., Roseburg Resources Co."
5515,20010649,"Roseburg Resources Co., Roseburg Resources Co."
5516,20010650,"Roseburg Resources Co., Roseburg Resources Co."
5517,20010651,"Roseburg Resources Co., Roseburg Resources Co."
5518,20010652,"Roseburg Resources Co., Roseburg Resources Co."
5519,20010653,"Roseburg Resources Co., Roseburg Resources Co."
5520,20010654,"Roseburg Resources Co., Roseburg Resources Co."
5521,20010655,"Roseburg Resources Co., Roseburg Resources Co."
5522,20010656,"Roseburg Resources Co., Roseburg Resources Co."
5523,20010657,"Roseburg Resources Co., Roseburg Resources Co."
5524,20010658,"Roseburg Resources Co., Roseburg Resources Co."
5525,20010659,"Roseburg Resources Co., Roseburg Resources Co."
5526,20010660,"Roseburg Resources Co., Roseburg Resources Co."
